Formula_ID,Notes,rHDPE (%),Virgin HDPE (%),Filler_1,F1_Content (%),F1_Supplier,F1_Functional Class,Filler_2,F2_Content (%),F2_Supplier,F2_Functional Class,Filler_3,F3_Content (%),F3_Supplier,F3_Functional Class,Additive_1,A1_Content (%),A1_Supplier,A1_Functional Class,Additive_2,A2_Content (%),A2_Supplier,A2_Functional Class,Additive_3,A3_Content (%),A3_Supplier,A3_Functional Class,Density (g/cc),Shore hardness (D),Melt Flow Index (g/10 min),Intrinsic Viscosity (dL/g),Tensile Strength (MPa),Young's Modulus (GPa),Elongation at Break (%),Impact Strength (kJ/m²),Haze (%),Crystallinity (%),Glass Transition Temp (°C),Melting Temp (°C),Degradation Temp (°C),OIT @200°C (min),WVTR (g/m²/day),OTR (cc/m²/day),Shrinkage (ASTM D955) (%),FTIR Peak 1 (cm⁻¹),FTIR Peak 2 (cm⁻¹),Cost ($/kg),Cost ($/lb),CO2 Equivalent (kg CO2/kg),kg produced annually,Processing Recommendations,F1_Safety,F2_Safety,F3_Safety,A1_Safety,A2_Safety,A3_Safety,Safety Summary
rHDPE_0081,Generated,66.447,33.348,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.055,BASF,primary_antioxidant,,0.0,,,0.95034,69.5,9.4653,0.5345,27.836,1.0383,1563.1,8.073,95.7,62.79,-118.2,131.8,363.0,17.9,0.35,250.0,2.279,2915,2848,1.197,0.543,0.807,"4,364,380,634","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0082,Generated,90.853,8.736,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.187,BASF,primary_antioxidant,Irgafos 168,0.074,BASF,secondary_antioxidant,0.95387,69.3,8.8583,0.5359,28.47,1.0612,1799.2,8.073,97.1,62.04,-122.1,128.5,352.6,12.6,0.35,250.0,2.204,2915,2848,1.235,0.56,0.817,"3,191,969,445","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,Hydrolysis-sensitive; keep dry; PPE.,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0083,Generated,32.935,28.368,Talc,14.813,Imerys,mineral_filler,Calcium Carbonate,23.328,Omya,mineral_filler,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.228,BASF,secondary_antioxidant,Irganox 1076,0.178,BASF,primary_antioxidant,0.95428,69.4,9.6757,0.5349,34.828,1.4688,1127.3,7.486,98.7,63.94,-117.1,128.2,370.2,15.6,0.2537,174.1,2.036,2915,2848,2.635,1.195,1.662,"85,733,882","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,Dust; food-contact grades available.,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,Avoid dust inhalation; food-contact grades available.,Talc: Mineral dust; PPE; choose low-impurity grades. | Calcium Carbonate: Dust; food-contact grades available. | Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0084,Generated,72.803,10.825,Talc,3.335,Imerys,mineral_filler,Calcium Carbonate,12.714,Omya,mineral_filler,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.075,BASF,secondary_antioxidant,Irganox 1010,0.098,BASF,primary_antioxidant,0.95296,65.9,11.1729,0.5234,31.653,1.2392,1589.4,7.88,95.4,56.57,-123.7,130.0,380.7,19.3,0.3146,223.3,1.53,2915,2848,2.023,0.918,1.165,"157,306,906","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,Dust; food-contact grades available.,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,Phenolic AO; low volatility; PPE for powders.,Talc: Mineral dust; PPE; choose low-impurity grades. | Calcium Carbonate: Dust; food-contact grades available. | Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE. | Irganox 1010: Phenolic AO; low volatility; PPE for powders.
rHDPE_0085,Generated,66.576,5.669,Talc,19.214,Imerys,mineral_filler,Calcium Carbonate,8.312,Omya,mineral_filler,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.079,BASF,primary_antioxidant,,0.0,,,0.95391,68.7,8.1754,0.5388,34.923,1.4122,1382.7,7.518,99.9,62.08,-123.0,130.6,382.1,13.6,0.2735,183.66,1.972,2915,2848,1.601,0.726,1.414,"104,090,767","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,Dust; food-contact grades available.,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,,Talc: Mineral dust; PPE; choose low-impurity grades. | Calcium Carbonate: Dust; food-contact grades available. | Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0086,Generated,49.821,33.199,Calcium Carbonate,16.697,Omya,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.133,BASF,secondary_antioxidant,,0.0,,,0.95287,68.6,9.0374,0.5347,31.287,1.2988,1616.0,7.913,94.5,61.52,-118.2,129.2,352.8,11.2,0.3164,227.43,2.019,2915,2848,2.286,1.037,1.177,"119,781,997","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Dust; food-contact grades available.,,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,,Calcium Carbonate: Dust; food-contact grades available. | Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0087,Generated,84.244,7.141,Talc,8.217,Imerys,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.248,BASF,secondary_antioxidant,,0.0,,,0.95221,69.5,9.9982,0.5329,28.129,1.1064,1228.2,7.881,98.9,62.94,-118.4,128.6,352.0,21.4,0.3248,225.61,2.233,2915,2848,1.158,0.525,0.995,"243,397,834","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,,Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0088,Generated,49.594,28.472,Calcium Carbonate,2.533,Omya,mineral_filler,Talc,19.014,Imerys,mineral_filler,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.125,BASF,primary_antioxidant,Irgafos 168,0.112,BASF,secondary_antioxidant,0.95315,70.7,8.7037,0.54,30.345,1.3073,1356.3,7.573,99.1,65.57,-116.2,130.7,366.9,16.5,0.2859,191.64,2.379,2915,2848,1.232,0.559,1.289,"105,185,653","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Dust; food-contact grades available.,Mineral dust; PPE; choose low-impurity grades.,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,Hydrolysis-sensitive; keep dry; PPE.,Calcium Carbonate: Dust; food-contact grades available. | Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0089,Generated,60.247,30.886,Talc,8.525,Imerys,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1010,0.058,BASF,primary_antioxidant,Irganox 1076,0.134,BASF,primary_antioxidant,0.95167,67.5,9.7389,0.53,31.344,1.159,1515.8,7.874,100.0,59.19,-118.9,128.6,353.5,14.4,0.3239,224.72,1.855,2915,2848,1.151,0.522,1.002,"234,604,106","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,,,May bloom; slippery surfaces.,Phenolic AO; low volatility; PPE for powders.,Avoid dust inhalation; food-contact grades available.,Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1010: Phenolic AO; low volatility; PPE for powders. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0090,Generated,78.764,21.086,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,,0.0,,,,0.0,,,0.95019,69.2,11.2159,0.5289,25.745,1.0519,1735.9,8.073,96.2,62.14,-123.2,131.7,361.1,13.9,0.35,250.0,2.214,2915,2848,1.195,0.542,0.804,"3,681,885,125","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,,,Slip (Erucamide): May bloom; slippery surfaces.
rHDPE_0091,Generated,68.359,20.78,Talc,10.548,Imerys,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.163,BASF,secondary_antioxidant,,0.0,,,0.95036,67.1,8.3708,0.5346,29.072,1.1705,1658.6,7.823,96.9,58.72,-116.3,130.6,371.1,13.5,0.3176,218.84,1.792,2915,2848,1.125,0.51,1.043,"189,609,405","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,,Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0092,Generated,97.879,1.797,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.174,BASF,secondary_antioxidant,,0.0,,,0.95421,66.2,10.7229,0.5245,29.741,1.0032,1265.9,8.073,94.1,56.48,-124.8,129.3,355.3,18.1,0.35,250.0,1.648,2915,2848,1.22,0.553,0.811,"2,962,841,876","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,,Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0093,Generated,42.387,32.218,Calcium Carbonate,24.957,Omya,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.154,BASF,secondary_antioxidant,Irganox 1010,0.134,BASF,primary_antioxidant,0.95299,67.1,11.5778,0.5251,33.853,1.3542,1431.3,7.818,92.9,59.14,-117.5,131.5,374.3,19.8,0.2975,214.65,1.703,2915,2848,2.848,1.292,1.367,"80,137,837","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Dust; food-contact grades available.,,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,Phenolic AO; low volatility; PPE for powders.,Calcium Carbonate: Dust; food-contact grades available. | Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE. | Irganox 1010: Phenolic AO; low volatility; PPE for powders.
rHDPE_0094,Generated,50.087,10.447,Talc,18.807,Imerys,mineral_filler,Calcium Carbonate,20.294,Omya,mineral_filler,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.113,BASF,secondary_antioxidant,Irganox 1076,0.102,BASF,primary_antioxidant,0.9525,65.6,10.3102,0.5263,40.0,1.5213,1466.0,7.412,97.9,57.24,-115.5,131.3,360.9,13.8,0.2478,167.53,1.354,2915,2848,2.394,1.086,1.674,"98,551,296","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,Dust; food-contact grades available.,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,Avoid dust inhalation; food-contact grades available.,Talc: Mineral dust; PPE; choose low-impurity grades. | Calcium Carbonate: Dust; food-contact grades available. | Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0095,Generated,84.193,15.483,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1010,0.174,BASF,primary_antioxidant,,0.0,,,0.95136,68.4,9.0865,0.5336,28.704,1.0109,1343.6,8.073,91.0,60.62,-124.5,131.6,357.9,12.9,0.35,250.0,2.062,2915,2848,1.227,0.557,0.813,"3,444,466,880","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Phenolic AO; low volatility; PPE for powders.,,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1010: Phenolic AO; low volatility; PPE for powders.
rHDPE_0096,Generated,62.863,4.811,Calcium Carbonate,24.17,Omya,mineral_filler,Talc,7.781,Imerys,mineral_filler,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.145,BASF,secondary_antioxidant,Irganox 1076,0.08,BASF,primary_antioxidant,0.95408,70.1,8.1198,0.5417,35.477,1.452,1483.0,7.652,92.2,64.79,-115.4,131.7,356.8,20.3,0.2747,193.07,2.194,2915,2848,2.736,1.241,1.517,"82,747,207","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Dust; food-contact grades available.,Mineral dust; PPE; choose low-impurity grades.,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,Avoid dust inhalation; food-contact grades available.,Calcium Carbonate: Dust; food-contact grades available. | Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0097,Generated,64.707,34.901,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.242,BASF,secondary_antioxidant,,0.0,,,0.95463,70.2,8.0371,0.5411,25.537,1.0568,1789.8,8.073,99.4,63.77,-122.2,132.0,369.1,16.4,0.35,250.0,2.377,2915,2848,1.21,0.549,0.814,"4,481,740,770","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,,Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE.
rHDPE_0098,Generated,95.749,3.943,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1076,0.158,BASF,primary_antioxidant,,0.0,,,0.95007,67.1,9.1801,0.5311,25.966,1.0674,1566.6,8.073,94.0,58.37,-118.5,129.6,365.0,13.8,0.35,250.0,1.837,2915,2848,1.227,0.556,0.812,"3,028,752,259","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Avoid dust inhalation; food-contact grades available.,,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0099,Generated,65.266,34.359,,0.0,,,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irganox 1010,0.108,BASF,primary_antioxidant,Irganox 1076,0.117,BASF,primary_antioxidant,0.95133,67.1,10.3298,0.5273,26.308,1.0573,1415.7,8.073,96.9,58.3,-121.3,130.7,366.3,12.2,0.35,250.0,1.83,2915,2848,1.223,0.555,0.816,"4,443,354,886","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow).",,,,May bloom; slippery surfaces.,Phenolic AO; low volatility; PPE for powders.,Avoid dust inhalation; food-contact grades available.,Slip (Erucamide): May bloom; slippery surfaces. | Irganox 1010: Phenolic AO; low volatility; PPE for powders. | Irganox 1076: Avoid dust inhalation; food-contact grades available.
rHDPE_0100,Generated,70.769,24.16,Talc,4.757,Imerys,mineral_filler,,0.0,,,,0.0,,,Slip (Erucamide),0.15,Generic,slip,Irgafos 168,0.094,BASF,secondary_antioxidant,Irganox 1010,0.07,BASF,primary_antioxidant,0.95386,68.7,9.6298,0.5324,28.488,1.1115,1491.9,7.965,98.9,61.24,-118.4,128.9,358.8,18.5,0.3355,235.79,2.089,2915,2848,1.175,0.533,0.916,"420,433,046","Compounding: 34–44 L/D twin‑screw, melt 180–210 °C, vacuum venting; 60–80 mesh melt filter; residence ≤3 min. rHDPE handling: screen for PVC; dry if odor/moisture present (70–80 °C, 1–2 h). Injection molding: melt 190–220 °C; mold 20–40 °C; moderate pack/hold; expect 1.2–2.8% shrink (flow). Minerals/platelets: ensure dispersion; check die pressure; plate-like fillers improve barrier but reduce impact.",Mineral dust; PPE; choose low-impurity grades.,,,May bloom; slippery surfaces.,Hydrolysis-sensitive; keep dry; PPE.,Phenolic AO; low volatility; PPE for powders.,Talc: Mineral dust; PPE; choose low-impurity grades. | Slip (Erucamide): May bloom; slippery surfaces. | Irgafos 168: Hydrolysis-sensitive; keep dry; PPE. | Irganox 1010: Phenolic AO; low volatility; PPE for powders.
